art,per,gname,mname,fname
http://scholars.cornell.edu/individual/UR-366151,http://scholars.cornell.edu/individual/phs7,Paul,Herman,Steen
http://scholars.cornell.edu/individual/UR-321608,http://scholars.cornell.edu/individual/crj2,Charles,R,Johnson
http://scholars.cornell.edu/individual/UR-418521,http://scholars.cornell.edu/individual/jam262,Jeffrey,Andrew,Moses
http://scholars.cornell.edu/individual/UR-27628,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-367895,http://scholars.cornell.edu/individual/let3,Leslie,Earl,Trotter
http://scholars.cornell.edu/individual/UR-364353,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-448703,http://scholars.cornell.edu/individual/sg248,Sachin,,Gupta
http://scholars.cornell.edu/individual/UR-278429,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-79287,http://scholars.cornell.edu/individual/sd386,Susan,,Daniel
http://scholars.cornell.edu/individual/UR-417790,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-240551,http://scholars.cornell.edu/individual/spb14,Shefford,P,Baker
http://scholars.cornell.edu/individual/UR-333521,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-417059,http://scholars.cornell.edu/individual/cw26,Charles,Harvey Kaye,Williamson
http://scholars.cornell.edu/individual/UR-417709,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-416409,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-396320,http://scholars.cornell.edu/individual/gaa52,Geoffrey,Alexander,Abers
http://scholars.cornell.edu/individual/UR-322682,http://scholars.cornell.edu/individual/ylj2,Yong,L,Joo
http://scholars.cornell.edu/individual/UR-418137,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-319495,http://scholars.cornell.edu/individual/dlh37,David,Lee,Hysell
http://scholars.cornell.edu/individual/UR-226491,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-407317,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-364608,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-417820,http://scholars.cornell.edu/individual/myl3,Michel,Yves,Louge
http://scholars.cornell.edu/individual/UR-455870,http://scholars.cornell.edu/individual/cm794,Christopher,,Marquis
http://scholars.cornell.edu/individual/UR-416728,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-416728,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-391650,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-400728,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-454260,http://scholars.cornell.edu/individual/yc659,Ya-Ru,,Chen
http://scholars.cornell.edu/individual/UR-9426,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-271136,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-345719,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-417505,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-250194,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-417952,http://scholars.cornell.edu/individual/zz284,Zhiru,,Zhang
http://scholars.cornell.edu/individual/UR-416450,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-361956,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-391534,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-82320,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-235690,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-235690,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-442900,http://scholars.cornell.edu/individual/jjp274,Jamol,J,Pender
http://scholars.cornell.edu/individual/UR-416952,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-418165,http://scholars.cornell.edu/individual/tdo1,Thomas,Denis,O'Rourke
http://scholars.cornell.edu/individual/UR-416621,http://scholars.cornell.edu/individual/myl3,Michel,Yves,Louge
http://scholars.cornell.edu/individual/UR-298686,http://scholars.cornell.edu/individual/hes1,Harry,Eaton,Stewart
http://scholars.cornell.edu/individual/UR-361641,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-339504,http://scholars.cornell.edu/individual/al274,Amit,,Lal
http://scholars.cornell.edu/individual/UR-117319,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-117319,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-416177,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-27599,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-359775,http://scholars.cornell.edu/individual/jam61,John,Anthony,Muckstadt
http://scholars.cornell.edu/individual/UR-415973,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-417785,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-310243,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-365783,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-416326,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-299276,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-401155,http://scholars.cornell.edu/individual/dhw52,Derek,H,Warner
http://scholars.cornell.edu/individual/UR-417441,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-415691,http://scholars.cornell.edu/individual/cml66,Chekesha,M,Watson
http://scholars.cornell.edu/individual/UR-136024,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-418527,http://scholars.cornell.edu/individual/jam262,Jeffrey,Andrew,Moses
http://scholars.cornell.edu/individual/UR-359777,http://scholars.cornell.edu/individual/jam61,John,Anthony,Muckstadt
http://scholars.cornell.edu/individual/UR-380863,http://scholars.cornell.edu/individual/jl564,Julius,,Lucks
http://scholars.cornell.edu/individual/UR-415652,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-416740,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-445489,http://scholars.cornell.edu/individual/nab83,Nicole,Ann,Benedek
http://scholars.cornell.edu/individual/UR-92296,http://scholars.cornell.edu/individual/de54,David,,Erickson
http://scholars.cornell.edu/individual/UR-417090,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-46401,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-455875,http://scholars.cornell.edu/individual/cm794,Christopher,,Marquis
http://scholars.cornell.edu/individual/UR-122785,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-361971,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-378717,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-417639,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-134454,http://scholars.cornell.edu/individual/jmg18,James,Michael,Gossett
http://scholars.cornell.edu/individual/UR-302772,http://scholars.cornell.edu/individual/jmg18,James,Michael,Gossett
http://scholars.cornell.edu/individual/UR-361987,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-417210,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-453995,http://scholars.cornell.edu/individual/wds4,Wesley,,Sine
http://scholars.cornell.edu/individual/UR-449083,http://scholars.cornell.edu/individual/jer9,Joseph,Edward,Russo
http://scholars.cornell.edu/individual/UR-391643,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-364724,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-368633,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-417697,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-226505,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-319380,http://scholars.cornell.edu/individual/zw24,Zheng,Jane,Wang
http://scholars.cornell.edu/individual/UR-418387,http://scholars.cornell.edu/individual/fe13,Fernando,,Escobedo
http://scholars.cornell.edu/individual/UR-363039,http://scholars.cornell.edu/individual/dr24,David,,Ruppert
http://scholars.cornell.edu/individual/UR-448989,http://scholars.cornell.edu/individual/rm34,Roni,,Michaely
http://scholars.cornell.edu/individual/UR-453333,http://scholars.cornell.edu/individual/cm794,Christopher,,Marquis
http://scholars.cornell.edu/individual/UR-252541,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-415397,http://scholars.cornell.edu/individual/dha7,David,H,Albonesi
http://scholars.cornell.edu/individual/UR-444407,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-415196,http://scholars.cornell.edu/individual/kz33,Ke,,Zhang
http://scholars.cornell.edu/individual/UR-366034,http://scholars.cornell.edu/individual/jrs5,Jery,Russell,Stedinger
http://scholars.cornell.edu/individual/UR-416341,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-299427,http://scholars.cornell.edu/individual/ads10,Abraham,Duncan,Stroock
http://scholars.cornell.edu/individual/UR-354718,http://scholars.cornell.edu/individual/rbl62,Rowena,B,Lohman
http://scholars.cornell.edu/individual/UR-364370,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-308261,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-417023,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-416928,http://scholars.cornell.edu/individual/sbw11,Stephen,B,Wicker
http://scholars.cornell.edu/individual/UR-395849,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-261956,http://scholars.cornell.edu/individual/pqc1,Paulette,,Clancy
http://scholars.cornell.edu/individual/UR-417385,http://scholars.cornell.edu/individual/st222,Sandip,,Tiwari
http://scholars.cornell.edu/individual/UR-417637,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-197201,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-197201,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-453809,http://scholars.cornell.edu/individual/rwh5,Ronald,W,Hilton
http://scholars.cornell.edu/individual/UR-74919,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-303818,http://scholars.cornell.edu/individual/brk2,Bruce,Raymond,Kusse
http://scholars.cornell.edu/individual/UR-303818,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-364311,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-18974,http://scholars.cornell.edu/individual/bk88,Brian,,Kirby
http://scholars.cornell.edu/individual/UR-451619,http://scholars.cornell.edu/individual/wbb1,Warren,B,Bailey
http://scholars.cornell.edu/individual/UR-16836,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-89729,http://scholars.cornell.edu/individual/tmd10,Thomas,Michael,Duncan
http://scholars.cornell.edu/individual/UR-261947,http://scholars.cornell.edu/individual/pqc1,Paulette,,Clancy
http://scholars.cornell.edu/individual/UR-364314,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-260990,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-417824,http://scholars.cornell.edu/individual/dap43,David,A,Putnam
http://scholars.cornell.edu/individual/UR-315910,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-443039,http://scholars.cornell.edu/individual/lf56,Lena,Fitting,Kourkoutis
http://scholars.cornell.edu/individual/UR-366059,http://scholars.cornell.edu/individual/jrs5,Jery,Russell,Stedinger
http://scholars.cornell.edu/individual/UR-416356,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-415882,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-415929,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-74957,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-6274,http://scholars.cornell.edu/individual/spb14,Shefford,P,Baker
http://scholars.cornell.edu/individual/UR-6274,http://scholars.cornell.edu/individual/mcv3,Marjolein,,van der Meulen
http://scholars.cornell.edu/individual/UR-441423,http://scholars.cornell.edu/individual/rer26,Ruth,E,Richardson
http://scholars.cornell.edu/individual/UR-453759,http://scholars.cornell.edu/individual/rhf3,Robert,H,Frank
http://scholars.cornell.edu/individual/UR-396342,http://scholars.cornell.edu/individual/gaa52,Geoffrey,Alexander,Abers
http://scholars.cornell.edu/individual/UR-418119,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-417743,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-417508,http://scholars.cornell.edu/individual/gdf9,Gregory,David,Fuchs
http://scholars.cornell.edu/individual/UR-363250,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-415964,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-417156,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-6803,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
