art,per,gname,mname,fname
http://scholars.cornell.edu/individual/UR-453963,http://scholars.cornell.edu/individual/jer9,Joseph,Edward,Russo
http://scholars.cornell.edu/individual/UR-350762,http://scholars.cornell.edu/individual/ml95,Manfred,,Lindau
http://scholars.cornell.edu/individual/UR-225712,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-250420,http://scholars.cornell.edu/individual/ldb7,Larry,Douglas,Brown
http://scholars.cornell.edu/individual/UR-6068,http://scholars.cornell.edu/individual/cx10,Chunhui,,Xu
http://scholars.cornell.edu/individual/UR-194763,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-363763,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-382319,http://scholars.cornell.edu/individual/lkn3,Linda,K,Nozick
http://scholars.cornell.edu/individual/UR-276681,http://scholars.cornell.edu/individual/lad9,Louis,A,Derry
http://scholars.cornell.edu/individual/UR-21671,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-324612,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-360030,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-345920,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-443907,http://scholars.cornell.edu/individual/pmr82,Patrick,Michael,Reed
http://scholars.cornell.edu/individual/UR-235706,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-415888,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-453320,http://scholars.cornell.edu/individual/cm794,Christopher,,Marquis
http://scholars.cornell.edu/individual/UR-393703,http://scholars.cornell.edu/individual/th358,Tobias,,Hanrath
http://scholars.cornell.edu/individual/UR-12601,http://scholars.cornell.edu/individual/ch45,Chung-Yuen,,Hui
http://scholars.cornell.edu/individual/UR-182546,http://scholars.cornell.edu/individual/jl2792,Jan,,Lammerding
http://scholars.cornell.edu/individual/UR-418413,http://scholars.cornell.edu/individual/hes1,Harry,Eaton,Stewart
http://scholars.cornell.edu/individual/UR-417036,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-299292,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-345682,http://scholars.cornell.edu/individual/mel47,Mark,E,Lewis
http://scholars.cornell.edu/individual/UR-6065,http://scholars.cornell.edu/individual/cx10,Chunhui,,Xu
http://scholars.cornell.edu/individual/UR-322760,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-416371,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-255069,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-416441,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-319739,http://scholars.cornell.edu/individual/dlh37,David,Lee,Hysell
http://scholars.cornell.edu/individual/UR-174737,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-418399,http://scholars.cornell.edu/individual/bdc68,Benjamin,David,Cosgrove
http://scholars.cornell.edu/individual/UR-354882,http://scholars.cornell.edu/individual/myl3,Michel,Yves,Louge
http://scholars.cornell.edu/individual/UR-395895,http://scholars.cornell.edu/individual/hgx2,Huili,Grace,Xing
http://scholars.cornell.edu/individual/UR-452487,http://scholars.cornell.edu/individual/vg77,Vishal,,Gaur
http://scholars.cornell.edu/individual/UR-136047,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-235674,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-235674,http://scholars.cornell.edu/individual/mp337,Matthew,,Pritchard
http://scholars.cornell.edu/individual/UR-415200,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-354888,http://scholars.cornell.edu/individual/myl3,Michel,Yves,Louge
http://scholars.cornell.edu/individual/UR-254923,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-136127,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-136127,http://scholars.cornell.edu/individual/brk2,Bruce,Raymond,Kusse
http://scholars.cornell.edu/individual/UR-415570,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-369646,http://scholars.cornell.edu/individual/wmw4,William,M,White
http://scholars.cornell.edu/individual/UR-147737,http://scholars.cornell.edu/individual/cjh275,Christopher,J,Hernandez
http://scholars.cornell.edu/individual/UR-417544,http://scholars.cornell.edu/individual/crj2,Charles,R,Johnson
http://scholars.cornell.edu/individual/UR-225588,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-418109,http://scholars.cornell.edu/individual/jl2792,Jan,,Lammerding
http://scholars.cornell.edu/individual/UR-322722,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-360056,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-55621,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-418536,http://scholars.cornell.edu/individual/jam262,Jeffrey,Andrew,Moses
http://scholars.cornell.edu/individual/UR-324735,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-368771,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-367806,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-257558,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-6964,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-350894,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-417041,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-445114,http://scholars.cornell.edu/individual/mjm43,Martin,Joseph,Murtagh
http://scholars.cornell.edu/individual/UR-147735,http://scholars.cornell.edu/individual/cjh275,Christopher,J,Hernandez
http://scholars.cornell.edu/individual/UR-417019,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-417253,http://scholars.cornell.edu/individual/cml66,Chekesha,M,Watson
http://scholars.cornell.edu/individual/UR-417478,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-417132,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-339507,http://scholars.cornell.edu/individual/al274,Amit,,Lal
http://scholars.cornell.edu/individual/UR-339560,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-282315,http://scholars.cornell.edu/individual/cje23,Christopher,J,Earls
http://scholars.cornell.edu/individual/UR-416793,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-31403,http://scholars.cornell.edu/individual/gpb1,Gregory,Paul,Bewley
http://scholars.cornell.edu/individual/UR-453917,http://scholars.cornell.edu/individual/vrr2,Vithala,R,Rao
http://scholars.cornell.edu/individual/UR-396542,http://scholars.cornell.edu/individual/eac20,Edwin,Alfred,Cowen
http://scholars.cornell.edu/individual/UR-396542,http://scholars.cornell.edu/individual/pll3,Philip,Li-Fan,Liu
http://scholars.cornell.edu/individual/UR-396138,http://scholars.cornell.edu/individual/rb737,Rebecca,J,Barthelmie
http://scholars.cornell.edu/individual/UR-6848,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-271723,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-299423,http://scholars.cornell.edu/individual/ads10,Abraham,Duncan,Stroock
http://scholars.cornell.edu/individual/UR-297371,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-367824,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-390886,http://scholars.cornell.edu/individual/bk88,Brian,,Kirby
http://scholars.cornell.edu/individual/UR-416387,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-417141,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-182542,http://scholars.cornell.edu/individual/jl2792,Jan,,Lammerding
http://scholars.cornell.edu/individual/UR-361938,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-284111,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-182357,http://scholars.cornell.edu/individual/al274,Amit,,Lal
http://scholars.cornell.edu/individual/UR-287829,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-225889,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-361654,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-352269,http://scholars.cornell.edu/individual/bk88,Brian,,Kirby
http://scholars.cornell.edu/individual/UR-416486,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-225482,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-415772,http://scholars.cornell.edu/individual/aba6,Alan,Brad,Anton
http://scholars.cornell.edu/individual/UR-362374,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-453595,http://scholars.cornell.edu/individual/mnc35,Murillo,Netto Carneiro,Campello
http://scholars.cornell.edu/individual/UR-418293,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-454032,http://scholars.cornell.edu/individual/mw46,Michael,,Waldman
http://scholars.cornell.edu/individual/UR-416376,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-416335,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-415228,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-147744,http://scholars.cornell.edu/individual/cjh275,Christopher,J,Hernandez
http://scholars.cornell.edu/individual/UR-416150,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-417039,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-177991,http://scholars.cornell.edu/individual/mrk93,Michael,R,King
http://scholars.cornell.edu/individual/UR-434578,http://scholars.cornell.edu/individual/ylj2,Yong,L,Joo
http://scholars.cornell.edu/individual/UR-439130,http://scholars.cornell.edu/individual/cjf76,Craig,James,Fennie
http://scholars.cornell.edu/individual/UR-366078,http://scholars.cornell.edu/individual/jrs5,Jery,Russell,Stedinger
http://scholars.cornell.edu/individual/UR-230709,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-369634,http://scholars.cornell.edu/individual/wmw4,William,M,White
http://scholars.cornell.edu/individual/UR-225502,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-416547,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-361932,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-416266,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-238110,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-368340,http://scholars.cornell.edu/individual/abw35,Aaron,B,Wagner
http://scholars.cornell.edu/individual/UR-236204,http://scholars.cornell.edu/individual/am699,Alyosha,Christopher,Molnar
http://scholars.cornell.edu/individual/UR-361896,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-415811,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-332131,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-416100,http://scholars.cornell.edu/individual/jtj2,James,Thomas,Jenkins
http://scholars.cornell.edu/individual/UR-6724,http://scholars.cornell.edu/individual/cx10,Chunhui,,Xu
http://scholars.cornell.edu/individual/UR-136020,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-454708,http://scholars.cornell.edu/individual/lz352,Luo,,Zuo
http://scholars.cornell.edu/individual/UR-454009,http://scholars.cornell.edu/individual/ljt3,Louis,Joseph,Thomas
http://scholars.cornell.edu/individual/UR-364238,http://scholars.cornell.edu/individual/ces7,Charles,Eugene,Seyler
http://scholars.cornell.edu/individual/UR-225701,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-416374,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-361680,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-6969,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-415193,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-182517,http://scholars.cornell.edu/individual/jl2792,Jan,,Lammerding
http://scholars.cornell.edu/individual/UR-415735,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-415735,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-134428,http://scholars.cornell.edu/individual/jmg18,James,Michael,Gossett
http://scholars.cornell.edu/individual/UR-276347,http://scholars.cornell.edu/individual/dfd1,David,Forbes,Delchamps
http://scholars.cornell.edu/individual/UR-16227,http://scholars.cornell.edu/individual/cje23,Christopher,J,Earls
http://scholars.cornell.edu/individual/UR-363589,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-396164,http://scholars.cornell.edu/individual/cjh275,Christopher,J,Hernandez
http://scholars.cornell.edu/individual/UR-82292,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-453921,http://scholars.cornell.edu/individual/vrr2,Vithala,R,Rao
http://scholars.cornell.edu/individual/UR-322719,http://scholars.cornell.edu/individual/ylj2,Yong,L,Joo
http://scholars.cornell.edu/individual/UR-454234,http://scholars.cornell.edu/individual/djb16,David,J,BenDaniel
http://scholars.cornell.edu/individual/UR-416242,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-417635,http://scholars.cornell.edu/individual/acm299,Andreea,C,Minca
http://scholars.cornell.edu/individual/UR-418064,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-364369,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-417928,http://scholars.cornell.edu/individual/mc288,Mark,,Campbell
http://scholars.cornell.edu/individual/UR-321548,http://scholars.cornell.edu/individual/crj2,Charles,R,Johnson
http://scholars.cornell.edu/individual/UR-225503,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-322740,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-247571,http://scholars.cornell.edu/individual/wlo1,William,Lee,Olbricht
http://scholars.cornell.edu/individual/UR-416461,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-449067,http://scholars.cornell.edu/individual/vrr2,Vithala,R,Rao
http://scholars.cornell.edu/individual/UR-5877,http://scholars.cornell.edu/individual/gak56,George,Andrew,Karolyi
http://scholars.cornell.edu/individual/UR-417153,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-418089,http://scholars.cornell.edu/individual/dbw59,Dawn,B,Woodard
http://scholars.cornell.edu/individual/UR-252473,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-364619,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-431187,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-431187,http://scholars.cornell.edu/individual/cf99,Claudia,,Fischbach
http://scholars.cornell.edu/individual/UR-322687,http://scholars.cornell.edu/individual/ylj2,Yong,L,Joo
http://scholars.cornell.edu/individual/UR-350863,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-86120,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-332121,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-332121,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-265432,http://scholars.cornell.edu/individual/zw16,Zellman,,Warhaft
http://scholars.cornell.edu/individual/UR-416943,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-287891,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-391571,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-367821,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-361991,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-360795,http://scholars.cornell.edu/individual/lkn3,Linda,K,Nozick
http://scholars.cornell.edu/individual/UR-369645,http://scholars.cornell.edu/individual/wmw4,William,M,White
http://scholars.cornell.edu/individual/UR-416757,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-417955,http://scholars.cornell.edu/individual/eyb5,Eilyan,Yamen,Bitar
http://scholars.cornell.edu/individual/UR-395886,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-235662,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-276665,http://scholars.cornell.edu/individual/lad9,Louis,A,Derry
http://scholars.cornell.edu/individual/UR-270908,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-415394,http://scholars.cornell.edu/individual/dha7,David,H,Albonesi
http://scholars.cornell.edu/individual/UR-448812,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-453820,http://scholars.cornell.edu/individual/jpj25,Justin,P,Johnson
http://scholars.cornell.edu/individual/UR-417737,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-8816,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-415660,http://scholars.cornell.edu/individual/aba25,Alyssa,B,Apsel
http://scholars.cornell.edu/individual/UR-416794,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-418285,http://scholars.cornell.edu/individual/ra477,Ricardo,,Alvarez Daziano
http://scholars.cornell.edu/individual/UR-370046,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-225837,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-359760,http://scholars.cornell.edu/individual/jam61,John,Anthony,Muckstadt
http://scholars.cornell.edu/individual/UR-416001,http://scholars.cornell.edu/individual/tmd10,Thomas,Michael,Duncan
http://scholars.cornell.edu/individual/UR-361975,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-417716,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-225879,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-362683,http://scholars.cornell.edu/individual/sir1,Sidney,Ira,Resnick
http://scholars.cornell.edu/individual/UR-362165,http://scholars.cornell.edu/individual/mlp4,Mark,Lockwood,Psiaki
http://scholars.cornell.edu/individual/UR-74987,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-417082,http://scholars.cornell.edu/individual/fe13,Fernando,,Escobedo
http://scholars.cornell.edu/individual/UR-27223,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-416479,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-417433,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-415742,http://scholars.cornell.edu/individual/wda1,Warren,Douglas,Allmon
http://scholars.cornell.edu/individual/UR-367356,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-416459,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-416910,http://scholars.cornell.edu/individual/sbw11,Stephen,B,Wicker
http://scholars.cornell.edu/individual/UR-357786,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-415393,http://scholars.cornell.edu/individual/dha7,David,H,Albonesi
http://scholars.cornell.edu/individual/UR-350871,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-364477,http://scholars.cornell.edu/individual/zw16,Zellman,,Warhaft
http://scholars.cornell.edu/individual/UR-366183,http://scholars.cornell.edu/individual/phs7,Paul,Herman,Steen
http://scholars.cornell.edu/individual/UR-147713,http://scholars.cornell.edu/individual/cjh275,Christopher,J,Hernandez
http://scholars.cornell.edu/individual/UR-417471,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-27629,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-27629,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-416044,http://scholars.cornell.edu/individual/cje23,Christopher,J,Earls
http://scholars.cornell.edu/individual/UR-250202,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-255053,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-88804,http://scholars.cornell.edu/individual/eld26,Eve,Lorraine,Donnelly
http://scholars.cornell.edu/individual/UR-247138,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-362007,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-248626,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-416684,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-416627,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-417318,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-225984,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-396124,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-363161,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-310114,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-7000,http://scholars.cornell.edu/individual/mcv3,Marjolein,,van der Meulen
http://scholars.cornell.edu/individual/UR-225599,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-282310,http://scholars.cornell.edu/individual/cje23,Christopher,J,Earls
http://scholars.cornell.edu/individual/UR-252460,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-362322,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-385249,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-415621,http://scholars.cornell.edu/individual/rer26,Ruth,E,Richardson
http://scholars.cornell.edu/individual/UR-415705,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-315907,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-453808,http://scholars.cornell.edu/individual/rwh5,Ronald,W,Hilton
http://scholars.cornell.edu/individual/UR-417974,http://scholars.cornell.edu/individual/rfs247,Robert,F,Shepherd
http://scholars.cornell.edu/individual/UR-332109,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-453807,http://scholars.cornell.edu/individual/rwh5,Ronald,W,Hilton
http://scholars.cornell.edu/individual/UR-259408,http://scholars.cornell.edu/individual/tc345,Tsuhan,,Chen
http://scholars.cornell.edu/individual/UR-417093,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-361922,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-454020,http://scholars.cornell.edu/individual/mw46,Michael,,Waldman
http://scholars.cornell.edu/individual/UR-416279,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-415153,http://scholars.cornell.edu/individual/mdg12,Mircea,Dan,Grigoriu
http://scholars.cornell.edu/individual/UR-235631,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-362362,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-325612,http://scholars.cornell.edu/individual/smk16,Suzanne,Mahlburg,Kay
http://scholars.cornell.edu/individual/UR-234818,http://scholars.cornell.edu/individual/dha7,David,H,Albonesi
http://scholars.cornell.edu/individual/UR-416436,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-416699,http://scholars.cornell.edu/individual/tc345,Tsuhan,,Chen
